"shape" "scale"
-0.507015978935642 1.85523804076077
-0.385128792017766 1.65790471489077
-0.41954268523849 1.55122115104579
-0.314654058640595 1.63543842090949
-0.368192591877617 1.38511031280041
-0.475846566182329 1.40202958102504
-0.419186448994389 1.46861713401784
-0.527618130487401 1.58851369318724
-0.598638738671296 1.70545585834416
-0.401282773123905 1.66515896750312
-0.401177657166075 1.4029911155634
-0.361170720834445 1.24274962881883
-0.516444359286219 1.50777592656036
-0.634618073222311 1.91695217862521
-0.626500550034973 1.63150405499126
-0.384844782731268 1.56535213750546
-0.58599322208461 1.80626817848261
-0.56280299417136 1.70106156508392
-0.630338918603636 1.6664799962551
-0.339805711411705 1.32333145157672
-0.426030561931313 1.43969461640585
-0.503384220502886 1.40470285100981
-0.531693806925077 1.85380610790133
-0.560141627885359 1.82242959982739
-0.459551340847124 1.65400925485581
-0.663653363606104 1.55259993093584
-0.44443113435129 1.25587633808541
-0.404119034163853 1.41033170486685
-0.493920561392776 1.28755494556213
-0.585019543828116 1.52698383282105
-0.476565413107582 1.49195270889702
-0.544403199084173 1.49098745348874
-0.589069447126261 1.39037939909816
-0.413679213334734 1.55669994776999
-0.37604513705237 1.49383724152773
-0.545936245444661 1.7853214630462
-0.788401974700321 1.97366509698424
-0.569495401170992 1.75060125604413
-0.594772863209528 1.58949002200108
-0.423274348019283 1.54414310965943
-0.572655317627989 1.39291560570326
-0.429406639957611 1.42230072787401
-0.451468833224606 1.6757810917917
-0.62640157887652 1.63496992431441
-0.625333607085862 1.70604885840908
-0.397393905999473 1.6068382262586
-0.506527715477176 1.79806226302867
-0.428549610505654 1.48207832368853
-0.354099957690772 1.08909767794165
-0.49579487799167 1.57359006553512
-0.641417882119287 1.82446065002907
-0.542470448491882 1.6606283459256
-0.608879552778223 1.51174035661645
-0.585579768109607 1.54800041566457
-0.533425210807259 1.22415583432772
-0.729424688621945 1.90659145706533
-0.59388209412463 1.42751328117042
-0.422930339041823 1.57435662627744
-0.529643577695348 1.70603512191729
-0.616226767094156 1.32134220935095
-0.2640194996122 1.24905884386105
-0.508136112853016 1.52513824108418
-0.595173070998117 1.66429264502508
-0.475585448866311 1.55316511548497
-0.41962004101722 1.86772350006611
-0.390731281233383 1.51590223048212
-0.530273449951243 1.46549947370956
-0.486345937860879 1.54917977903003
-0.561455571479372 1.7635209176989
-0.681740326138108 1.74806158549353
-0.595989220500144 1.69197866294485
-0.378082627229699 1.39065488685315
-0.412660092409072 1.03806038371811
-0.59286522411611 1.4190588816417
-0.392650990848839 1.4850602555389
-0.475030948864184 1.36389230343116
-0.556336339008491 1.80255747687004
-0.560459521387086 1.79395845949153
-0.587362247975015 1.70426082097266
-0.384974624786169 1.27545308063598
-0.584202894455366 1.66733517105927
-0.542587076577655 1.52329490117979
-0.394465169140607 1.59501116505783
-0.312760039673305 1.43117809102845
-0.422833466478093 1.31713230992665
-0.432904478622157 1.23138408462695
-0.412703198364897 1.54440862896491
-0.654975982174559 1.63324589198761
-0.443211892276663 1.39838065805217
-0.655769897563865 1.83312594231844
-0.424710213009469 1.52629532028086
-0.529360153028353 1.32913440805343
-0.469200338670733 1.22395358767693
-0.507746908757297 1.79900454457478
-0.342739281202773 1.41041419505298
-0.537947667110145 1.73773014327837
-0.559396581782319 1.50225346499108
-0.569883020917906 1.45687559484014
-0.360391996875102 1.68809997142246
-0.410010949385735 1.61055784841588
-0.442757965786666 1.59754261665373
-0.309868574470838 1.33926830346393
-0.537072978373603 1.75352078481532
-0.426455148022577 1.40679878423486
-0.680115156036269 1.65217964948181
-0.4708250759796 1.40651843841613
-0.549000662910527 1.47909884416873
-0.305661699329168 1.54782265930044
-0.535996347781118 2.09872316557445
-0.387885309032837 1.69558132274263
-0.511925097764671 1.79589754338093
-0.466032567618538 1.38658043223597
-0.368116419500398 1.45561933535373
-0.511160443505207 1.63247665505162
-0.42351726656079 1.41079952945903
-0.72049412440846 1.74388589337885
-0.52833640987033 1.33185372729184
-0.532696117995183 1.40594172159504
-0.427629657769764 1.42347291135388
-0.561688922707162 1.38969060572319
-0.522249217254805 1.31926669602073
-0.516318517703789 1.85888663807349
-0.520259871402609 1.59802451920672
-0.60291538731443 1.47651918179608
