"shape" "scale"
0.289402307379405 1.7431022992539
0.251044357668904 1.76586904337921
0.213269470604162 1.78758329650576
0.309529366969299 1.77326047629286
0.311758708053486 1.75172207233901
0.244958964927583 1.81231313179184
0.323372003842048 1.79659048565497
0.297093831305311 1.71425644999223
0.275253387172487 1.7373440546349
0.399494089283218 1.61854419011764
0.35385098408934 1.68716912296981
0.35076129452598 1.66332942921263
0.258071156242813 1.7592972243433
0.269130060830359 1.69614517981258
0.331672342921269 1.73766628566748
0.232354571889349 1.6711206649492
0.277757518162 1.7854986696315
0.2958124352824 1.73883832610213
0.262024833207002 1.81307992292968
0.288075379211305 1.70888082930127
0.327610708996101 1.71112620827592
0.219168448660748 1.78612860717574
0.238256742538378 1.80315058740667
0.334842909343344 1.66747210106409
0.25823367574372 1.79179362701722
0.334322674839523 1.68168453317796
0.295208996310811 1.76962637752568
0.245928318453033 1.67961044488284
0.199542459305378 1.76561762972876
0.331724346970694 1.67987450441147
0.365067756003528 1.59402418663354
0.204448445161418 1.81787458070578
0.239722670593714 1.70971866361911
0.344464531717154 1.70808552022777
0.232080455910381 1.80679774222975
0.362457849775982 1.68683220458166
0.315508919833439 1.64395160190194
0.345783603371459 1.709424993371
0.368494394341289 1.66309327444172
0.37634642023607 1.7110304517119
0.291000139158656 1.73441252859564
0.315432582391163 1.70971233305258
0.23100397792128 1.69816255059321
0.382395564847345 1.75981893163554
0.277042150249411 1.80339048896654
0.283042185457533 1.71164898420511
0.254184814699415 1.74251845724574
0.270581655107189 1.74263115177217
0.246193220811174 1.7542032369516
0.22016851291287 1.69885439831351
0.252529827981568 1.85668831020539
0.292362487503963 1.72890250709978
0.308680767821109 1.66720875026112
0.218025934412802 1.66802165903682
0.224195299480473 1.82826899798708
0.228153720780588 1.73548967015153
0.244345541227173 1.68132308164473
0.286653372241188 1.72730116527249
0.285788433254288 1.71899561895124
0.307581091668799 1.78904728886826
0.283104204273935 1.79180897458491
0.34280421810181 1.66531562058184
0.196641316246457 1.79256088387873
0.374771457002206 1.77993340142253
0.29288796589317 1.78646863748332
0.340586022032874 1.77821853770271
0.323310409847065 1.74832556367462
0.250423331807461 1.83616057410243
0.335713668288398 1.75497641029376
0.227843376994796 1.73137555575037
0.214881906438191 1.83472915527017
0.121528135130511 1.8436049169209
0.342524729599979 1.64168163161059
0.252988702746095 1.76369119607829
0.297373706386472 1.7536776007361
0.276434758961302 1.80375973126675
0.232606439580439 1.80095044562259
0.357948362252978 1.68048435677074
0.169839321816409 1.72175644870273
0.32605216469705 1.72546743672702
0.232418309705252 1.76511278800709
0.164765583183777 1.80772647844501
0.197961239237867 1.78941021668189
0.294055781196324 1.73743144671502
0.312502655884595 1.64702768464462
0.279561861242687 1.71350713139085
0.280782547707748 1.70141545775532
0.216794389895967 1.75756171629184
0.280264319125296 1.72596710536867
0.247236486483513 1.70838060881408
0.236268141372659 1.75424551625209
0.375571593927528 1.75630616165678
0.314583804525 1.71685119375991
0.406356132929364 1.63062251225013
0.308461928607668 1.78857854246073
0.284296384900727 1.67618619761337
0.283756723585396 1.73110062931255
0.248856871616498 1.68955565822945
0.202606616524147 1.79837739046434
0.332445784979127 1.74990454904182
0.264454016442388 1.74317663143126
0.290558558376723 1.72939293260206
0.296675252424677 1.72040120124578
0.300573875730045 1.68763767249151
0.252399389900095 1.62379585296126
0.277459271858687 1.75840438755578
0.174585244658178 1.84467803064922
0.309811126745112 1.73650062490379
0.184755194884467 1.78816848506035
0.20224909306061 1.78311962092771
0.294084082623868 1.68278468814777
0.249088738834392 1.76531575978361
0.239878228733698 1.75331691276781
0.283080516009589 1.75068261253385
0.293456741728545 1.75151682553452
0.246051835361363 1.82923681442541
0.251789551748896 1.71333860549294
0.335862131926139 1.70058417063688
0.294014725680842 1.72646432534826
0.358129529758314 1.66268218404261
0.315749403787754 1.69034662182201
0.261498796784796 1.78388916121552
0.280381198000882 1.74528824266193
0.294190555103857 1.8166784565617
0.255209419786506 1.66866596165553
0.283086002387223 1.74604891871752
0.24035356456293 1.75013425244142
0.300715159989977 1.75958952018378
0.237363304305968 1.76373917879448
0.242796529932904 1.7790364664179
0.278367307387415 1.7087005292703
0.307784144971164 1.7087072262901
0.203289919487981 1.70430632756758
0.377598429442169 1.57683993848625
0.272808507660803 1.74534993720914
0.297424275710972 1.67559883200919
0.250455148320832 1.698556851338
0.130643950032788 1.68579106141005
0.368598523968909 1.62380529676171
0.339000355758402 1.7862771265319
0.310542909112843 1.63017671366648
0.205219218897608 1.78536080295298
0.253332549235989 1.76273231159558
0.349681079355205 1.65581899255321
0.338071471504506 1.60269861395167
0.261893415681553 1.78826705768937
0.318594757173193 1.74430958631847
0.296337565524961 1.78125455564386
0.313857751729488 1.66592359901913
0.252887175308249 1.82331702622601
0.254302960585693 1.67335138206761
0.289589448330416 1.68796263551071
0.184490969816596 1.69392642914012
0.277509970559834 1.74718187060024
0.299687819447589 1.67919206637247
0.246608762948171 1.727574333287
0.356181656375544 1.77916406224101
0.217564371747166 1.80531431649056
0.260302037338224 1.79178777116341
0.197378796045658 1.65630304767177
0.324046264305502 1.66520847591891
0.220797328864903 1.75561891748333
0.329737711917958 1.67830049946459
0.163695836714905 1.82514512155151
0.21021330580013 1.75716761835987
0.167010858464855 1.86000647880869
0.309570803443885 1.7423402415791
0.288649680938444 1.75719217943596
0.303795395865236 1.62961512779118
0.29653702359219 1.62800646525026
0.285038221959107 1.7744094267629
0.240380551570897 1.77422635142465
0.330165935941948 1.71193688697677
0.205073828973442 1.79314037097177
0.236130965795063 1.77108472174066
0.312268968858462 1.79224611669126
0.355340391123083 1.68443818643781
0.200638508036298 1.76291769961685
0.312342529710572 1.71546875574781
0.162234190935499 1.85176330676913
0.232664856184303 1.79315313808687
0.356248422373168 1.70725823285881
0.298204277572407 1.73630462009304
0.324129441062464 1.68697905543345
0.345776389519408 1.72596852510072
0.244367651302397 1.73785189193575
0.27224084424815 1.71246054786921
0.21434503842301 1.8200628738639
0.234471095798329 1.74224490639808
0.2426556678854 1.73509673858057
0.291438747767141 1.77932494524863
0.241848725109437 1.79052525329076
0.279712802728708 1.85768867109656
0.292311767533695 1.67891485887042
0.323681725790668 1.6490368390343
0.314444699328038 1.72298446023308
0.161676261063194 1.76510242636992
0.323977480993361 1.71895914363898
0.289851812147171 1.7871310972353
0.247450527382187 1.67658145457121
0.239544740909303 1.81654272869121
0.321935214658309 1.77241558900243
0.22187580757964 1.79754255973779
0.336248193218658 1.61229937890872
0.198847099012005 1.80689677399176
0.296994002634231 1.75997549404424
0.393040804414191 1.72550485451499
0.215161690912575 1.77493965862959
0.231686652949066 1.85784327793641
0.356487078733163 1.72761028980217
0.216675711781045 1.79708036754999
0.26800812509465 1.71111462447758
0.186031345352183 1.80774561229433
0.328476638936926 1.76368926905386
0.252569031212966 1.72811926968237
0.312180641514831 1.7216739509389
0.317654927690856 1.69465478250239
0.347512753785571 1.70374091544254
0.309746860711989 1.7058934870909
0.364718918363114 1.6660727897171
0.291143653983281 1.72860054833954
0.315374128218527 1.63776922929058
0.312429604626438 1.68605615585629
0.241046947965397 1.74280408387164
0.217968133861534 1.79744662293774
0.310499331918084 1.70275908149361
0.325837343914933 1.69858187523697
0.333492024791089 1.67641074650692
0.24485085570623 1.70035830563003
0.274719162479295 1.66123307800386
0.357296707993232 1.67531699219643
0.282450911237665 1.6810954917561
0.22223010740254 1.77466161841515
0.141098110627676 1.75788081066768
0.267178041512855 1.72278140904143
0.302493921265628 1.72894930294279
0.333687465544636 1.73395119226976
0.387162955440182 1.67957672904125
0.17773428661572 1.78079010443429
0.376194225829702 1.76193578131692
0.312249186130078 1.71345050636142
0.271187262983792 1.67278202365094
0.263768874233412 1.86446783480406
0.162731547054185 1.68021315608707
0.22478550824485 1.74499382489518
0.267838187999107 1.83328904141657
0.317983708888199 1.6253401767521
0.318577251247578 1.70016895386778
0.254762587353828 1.79681311596126
0.177275589133604 1.72338010698093
0.333564012162827 1.59855980534597
0.311368278780423 1.79784982370602
0.315860260014696 1.66954931687415
0.286325128948825 1.67563523829073
0.262098326674419 1.69777134121609
0.175766707623285 1.83624573141747
0.230928426940007 1.77962706032386
0.242262161671991 1.79679255764618
0.269535558651919 1.71133701870933
0.200403810667389 1.85534316177457
0.331921027063434 1.67613311743619
0.221759314052622 1.74571379931605
0.271273899599535 1.71542474092542
0.397496517681608 1.58151457411847
0.228291479261065 1.72971327365266
0.256103206599909 1.70253739244413
0.201980931012159 1.82246119350299
0.303132612592574 1.70390323380735
0.291495063192662 1.74322236874599
0.264786810280618 1.71755122323847
0.390821768030295 1.57741059702219
0.355969624023352 1.7978144596395
0.351022184666522 1.75050081844555
0.316970780782819 1.84276900801093
0.265701758604688 1.7112473580337
0.327450933753189 1.71802401234142
0.259737484610103 1.69570609769443
0.197524758284946 1.77167076663527
0.287002797300269 1.72300557363571
0.26652893883647 1.69721834138464
0.287604548978299 1.7693815199341
0.250128887597599 1.81202928237698
0.253305976972469 1.74185583769714
0.174284411150054 1.72825608168235
0.178284387600922 1.71290357301816
0.324950348599896 1.7492956420833
0.177767774188498 1.8514384773468
0.341389552519187 1.7678030581829
0.225471345490541 1.7980610359695
0.266004640856322 1.77062986102299
0.284242034130256 1.75186585461937
0.291699697333929 1.72865901187545
0.251114662504634 1.73743154008009
0.280057747985836 1.77164573537105
0.271431216478662 1.80167411843589
0.173843800401411 1.82519953515126
0.188727974373077 1.75936311718484
0.312861949596698 1.76277252892622
0.243124175396915 1.74681036934782
0.288441949415198 1.75028211577568
0.2491400292992 1.69502829052461
0.410621352381775 1.69854427697348
0.251700647710309 1.74644225981786
0.413206604109358 1.73666083558852
0.263934904350351 1.73694545159812
0.339791212067725 1.66905607130301
0.26859603215363 1.72970185483789
0.293638112302761 1.68075912727941
0.320020521117154 1.66306054873009
0.342823176938076 1.6214649139619
0.29579218630064 1.6825096707564
0.265136638154159 1.7713746427575
0.188224747631573 1.75661891879447
0.253479651833356 1.85167169543647
0.281172882122125 1.74930112895065
0.194669542031403 1.84443799671459
0.243578040555049 1.72126588334335
0.152296027409401 1.69508416495969
0.230261368942239 1.86767524038127
