"shape" "scale"
0.210225137112665 1.98298825128234
0.507131953096618 1.75868186825589
0.50813626131762 1.72307650226999
0.366055031114528 1.75836148207496
0.440339211656346 1.78754907259839
0.353766579015679 1.87139833931269
0.388273032537937 1.76088872481623
0.29008355503296 1.84515105347636
0.316004784500223 1.93118101041412
0.324692404017778 1.82168174547768
0.435534638252818 1.81720146612473
0.394781699048562 1.75117288273768
0.319215979907545 1.78503482580202
0.377865109823348 1.78654123510381
0.378387889436255 1.81515050201152
0.402155214677065 1.79092600064316
0.314961365422961 1.87619875048213
0.377831406290622 1.83269923445624
0.389404884195141 1.80880417243191
0.410468452907192 1.83124804980689
0.24677734203035 1.85074738692967
0.436417713308136 1.75993469499034
0.400296977054524 1.83221289472233
0.356335352396851 1.74426534227514
0.351118801018831 1.87149980763985
0.310719323774415 1.74886746439263
0.44637744133584 1.81458477888963
0.382622466614415 1.87384076699874
0.248173732089718 1.82120498082579
0.307905945875582 1.93317238935754
0.362801800891773 1.83982357120011
0.530388180320274 1.77127591438941
0.320792653778789 1.82688546330897
0.339418399919645 1.82930861771599
0.429136050852589 1.78579587367103
0.349275638431365 1.85425411172893
0.367690867488346 1.82683989537989
0.324237062178619 1.90844889264361
0.322640109647801 1.87089165189372
0.393307736040333 1.80762560859038
0.320450298334234 1.88488928545965
0.331085939591687 1.84848143138402
0.307974262508037 1.82176694502323
0.353774628165682 1.81634694082195
0.35218444973473 1.87551023655523
0.387234291153883 1.83659539821565
0.337375909464076 1.80889152192015
0.378643511120725 1.70027692298476
0.36101072033108 1.78844811317599
0.314607805646872 1.90551945497622
0.53936572392304 1.73735685011682
0.398383841521421 1.84755602119312
0.377100252745066 1.85996897711198
0.416833904021846 1.80839318819645
0.407536065429111 1.78147971992988
0.372286000824864 1.73519447642548
0.369713291245817 1.83417677908108
0.318635386169961 1.90696796930044
0.417531882088455 1.81029407157574
0.369555807336196 1.91169338772983
0.460277523557335 1.75993416435926
0.32441358211101 1.85249207187796
0.314614737020547 1.82392392398022
0.381092022534367 1.82424474471302
0.381578410650564 1.77637780344024
0.459418654644512 1.72475569911254
0.429184867836537 1.73408501336233
0.323666754456001 1.85568022809818
0.239355611998463 1.98042455403853
0.418611619498338 1.87322906751275
0.452534543927206 1.76618713492982
0.424276866167121 1.80576163608251
